,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
346,Maruti,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
347,Maruti,7,54000,Dealer,Petrol,Manual,22.0,1197,81.8,5,365000
348,Maruti,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
349,Maruti,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
350,Renault,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
351,Honda,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
352,Maruti,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
353,Honda,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
354,Hyundai,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
355,Hyundai,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
356,Maruti,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000
358,Mahindra,5,83000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1025000
360,Maruti,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
361,Honda,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
362,Hyundai,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
363,Maruti,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,805000
364,MG,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1488000
365,Hyundai,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
366,Maruti,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
367,Maruti,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
368,Maruti,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
369,Honda,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
370,Maruti,4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,560000
372,Maruti,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
373,Hyundai,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
374,Toyota,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
375,Mahindra,6,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,1000000
376,Maruti,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
377,Maruti,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
378,Maruti,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
379,Maruti,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
380,Renault,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
381,Mahindra,7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
382,Maruti,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
384,Audi,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
385,Hyundai,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
386,Hyundai,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,356000
387,Mahindra,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
388,Maruti,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
389,Maruti,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
390,Hyundai,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
391,Mahindra,4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1150000
392,Maruti,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
393,Skoda,7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,425000
394,Ford,2,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,650000
395,Maruti,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
396,Honda,12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
397,Maruti,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
398,Skoda,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
399,Maruti,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
400,Maruti,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
401,Hyundai,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
402,Maruti,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
403,Maruti,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
404,Maruti,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
406,Hyundai,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000
407,Maruti,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
408,Hyundai,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
409,Maruti,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
410,Maruti,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
411,Maruti,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
412,Maruti,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
413,Maruti,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
414,Tata,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
415,Honda,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
416,Datsun,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
417,Tata,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
418,Hyundai,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
420,Ford,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
421,Hyundai,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
422,Maruti,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
423,Mahindra,8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,621000
424,Maruti,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
425,Mahindra,2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,1130000
426,Maruti,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
427,Honda,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
428,Maruti,6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
430,Maruti,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
431,Ford,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
432,Tata,2,6000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
433,Skoda,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
434,Honda,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
435,Hyundai,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
436,Maruti,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
437,Mahindra,6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
438,Ford,6,63000,Dealer,Diesel,Manual,25.83,1498,99.0,5,475000
439,Hyundai,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,300000
440,Maruti,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
441,Maruti,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
442,Hyundai,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
443,Hyundai,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
444,Hyundai,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,455000
445,Maruti,13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
446,Honda,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
447,Hyundai,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
448,Hyundai,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
449,Honda,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
450,Hyundai,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,310000
451,Hyundai,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
452,Hyundai,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
453,Honda,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
454,Ford,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000
455,Maruti,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
456,Maruti,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
458,Honda,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
459,Kia,1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1490000
460,Maruti,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
461,Skoda,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000
462,Renault,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
463,Hyundai,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
464,Maruti,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
465,Maruti,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
466,Renault,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
467,Mahindra,6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
468,Maruti,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
469,Renault,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
470,Maruti,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
471,Honda,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
472,Mahindra,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
473,Volkswagen,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
474,Maruti,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
475,Maruti,3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,550000
476,Honda,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
478,Maruti,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
479,Hyundai,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
480,Maruti,6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
481,Datsun,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,210000
482,Hyundai,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
484,Maruti,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
485,Maruti,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
487,Maruti,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
489,Maruti,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
490,Renault,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
491,Maruti,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
492,Maruti,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
493,Hyundai,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
494,Renault,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
495,Hyundai,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
496,Mahindra,5,26000,Individual,Petrol,Manual,18.15,1198,82.0,6,420000
497,Maruti,3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,531000
498,Ford,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
499,Maruti,6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
500,Volkswagen,9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,465000
501,Maruti,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
503,Honda,12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000
504,Maruti,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
505,Hyundai,3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
506,Honda,6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000
507,Honda,5,29484,Dealer,Petrol,Manual,18.7,1199,88.7,5,465000
508,Maruti,6,84405,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
509,Maruti,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
510,Maruti,4,14838,Individual,Petrol,Manual,22.0,1197,81.8,5,525000
511,Honda,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
512,Maruti,14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
514,Maruti,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
515,Maruti,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
516,Tata,12,80000,Individual,Diesel,Manual,13.93,2179,138.1,7,175000
517,Maruti,6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
518,Honda,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
519,Toyota,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
520,Maruti,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
521,Honda,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
522,Maruti,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
523,Maruti,3,18000,Individual,Petrol,Manual,21.63,998,67.0,5,460000
524,Maruti,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
525,Hyundai,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
526,Mahindra,5,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,950000
528,Maruti,9,20000,Individual,CNG,Manual,15.1,1196,73.0,5,220000
530,Volkswagen,6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
531,Maruti,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
532,Renault,1,1784,Dealer,Petrol,Manual,20.0,999,71.0,7,660000
535,Hyundai,3,39000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1250000
536,Mahindra,5,78000,Dealer,Diesel,Manual,25.32,1198,77.0,6,425000
537,Datsun,5,58000,Individual,Petrol,Manual,19.44,1198,67.0,7,460000
538,Volkswagen,11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
539,Maruti,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,211000
540,Maruti,6,51000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
541,Maruti,10,55780,Dealer,Petrol,Manual,20.92,998,67.1,5,220000
542,Mahindra,4,100000,Individual,Diesel,Manual,15.4,1997,120.0,7,880000
543,Hyundai,9,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
545,Tata,4,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5,435000
546,Maruti,14,52235,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
547,Renault,7,56000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
548,Maruti,9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
549,Maruti,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,385000
550,Maruti,8,138000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
551,Maruti,3,22000,Individual,CNG,Manual,21.94,1196,61.7,5,480000
552,Honda,6,41604,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,400000
553,Maruti,4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000
554,Ford,4,39884,Dealer,Diesel,Manual,23.0,1498,98.96,5,880000
555,Datsun,4,40000,Dealer,Petrol,Manual,22.5,999,67.0,5,295000
557,Hyundai,12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
558,Honda,3,25000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
559,Honda,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
560,Mahindra,7,80000,Individual,Diesel,Manual,12.05,2179,120.0,8,555000
561,Ford,6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,570000
562,Renault,3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,306000
563,Maruti,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000
564,Maruti,9,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,300000
565,Maruti,9,65000,Dealer,Diesel,Manual,20.77,1248,88.76,7,430000
566,Maruti,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
567,Honda,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
568,Maruti,5,47000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
570,Maruti,5,20500,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
571,Hyundai,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,820000
573,Datsun,3,68000,Individual,Petrol,Manual,19.83,1198,67.0,5,370000
574,Maruti,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
575,Maruti,2,14499,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,535000
576,Hyundai,2,34000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1050000
577,Tata,5,17500,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
578,Maruti,6,39900,Dealer,CNG,Manual,15.1,1196,73.0,5,275000
579,Maruti,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
580,Maruti,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
581,Maruti,16,40000,Individual,Petrol,Manual,19.7,796,46.3,5,121000
582,Maruti,7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000
583,Hyundai,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
584,Maruti,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
585,Maruti,2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
586,Honda,2,4717,Dealer,Petrol,Automatic,19.0,1199,88.76,5,785000
587,Maruti,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,625000
589,Maruti,4,90000,Individual,Diesel,Manual,28.4,1248,74.0,5,620000
590,Honda,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,570000
591,Hyundai,3,71000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
592,Ford,6,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,525000
593,Honda,9,58000,Dealer,Petrol,Manual,16.7,1198,88.8,5,320000
594,Honda,5,23000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000
595,Maruti,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
596,Hyundai,8,56000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,590000
597,Maruti,5,33000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000
598,Mahindra,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,585000
599,Maruti,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
600,Honda,5,70333,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
601,Hyundai,4,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
603,Maruti,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,568000
604,Toyota,2,5000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1000000
605,Mahindra,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1275000
606,Hyundai,6,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,475000
607,Skoda,10,92000,Individual,Petrol,Manual,13.14,1798,157.8,5,350000
608,Volkswagen,7,51000,Dealer,Diesel,Manual,20.14,1498,88.8,5,395000
609,Tata,4,35000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
610,Maruti,3,24000,Dealer,Petrol,Manual,21.63,998,67.04,5,495000
611,Renault,8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,500000
612,Mahindra,6,140000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
613,Maruti,4,36000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
614,Tata,3,110000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
615,Tata,4,1000,Individual,Petrol,Manual,23.84,1199,84.0,5,470000
616,Maruti,3,24525,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
617,Honda,4,32440,Individual,Petrol,Manual,17.4,1497,117.6,5,785000
618,Hyundai,10,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
619,Datsun,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,270000
620,Volkswagen,3,23268,Individual,Diesel,Manual,22.27,1498,108.6,5,914000
622,Maruti,3,50000,Individual,Petrol,Manual,21.21,1197,81.8,5,540000
625,Honda,10,60000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
626,Maruti,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
627,Honda,7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
628,Mahindra,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000
629,Maruti,2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7,740000
630,Tata,3,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000
631,Hyundai,4,15000,Individual,Petrol,Automatic,15.74,1591,121.3,5,750000
632,Maruti,6,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000
633,Maruti,8,73695,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,345000
634,Hyundai,12,100000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000
635,Hyundai,11,10000,Individual,Petrol,Manual,16.2,1599,103.2,5,370000
636,Maruti,7,14971,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,230000
637,Honda,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000
639,Ford,3,64000,Dealer,Diesel,Manual,24.4,1499,98.96,5,550000
640,Tata,4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5,600000
641,Maruti,6,37006,Dealer,Diesel,Manual,26.21,1248,88.5,5,525000
642,Maruti,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
643,Maruti,12,94000,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000
644,Mahindra,6,93469,Dealer,Diesel,Manual,15.4,2179,120.0,7,890000
645,Mahindra,3,20000,Individual,Diesel,Manual,16.0,2179,140.0,7,1500000
647,Maruti,6,38546,Dealer,Petrol,Manual,20.51,998,67.04,5,330000
648,Skoda,4,18000,Individual,Petrol,Automatic,14.84,1598,103.2,5,850000
649,Ford,6,34500,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000
650,Maruti,3,43000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,610000
651,Maruti,3,20000,Individual,Petrol,Automatic,21.4,1197,83.1,5,834000
652,Ford,10,100000,Individual,Diesel,Manual,20.0,1399,68.0,5,170000
653,Maruti,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
654,Honda,7,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
655,Maruti,2,25000,Individual,Petrol,Automatic,18.69,1462,103.0,7,900000
656,Volkswagen,10,98000,Individual,Petrol,Manual,15.04,1598,103.6,5,360000
657,Honda,5,66000,Dealer,Petrol,Manual,16.0,1198,90.0,5,530000
659,Hyundai,3,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
660,Maruti,17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
661,Maruti,6,60000,Individual,CNG,Manual,20.0,1196,63.0,5,250000
662,Maruti,5,35000,Dealer,Petrol,Manual,21.5,1197,81.8,5,390000
663,Hyundai,13,80000,Individual,Petrol,Manual,13.9,1599,103.2,5,130000
664,Maruti,4,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
666,Maruti,5,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,495000
667,Honda,4,10000,Individual,Petrol,Manual,17.5,1199,88.7,5,800000
668,Renault,4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000
669,Maruti,18,120000,Individual,Petrol,Manual,19.7,796,46.3,5,65000
670,Hyundai,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,460000
671,Hyundai,7,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,450000
672,Maruti,14,55000,Dealer,Petrol,Manual,18.9,1061,67.0,5,105000
673,Ford,5,67000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
674,Renault,4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000
675,Hyundai,5,20699,Dealer,Petrol,Manual,15.29,1591,121.3,5,775000
676,Honda,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
677,Skoda,4,59000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,599000
679,Maruti,4,68791,Dealer,Diesel,Manual,25.2,1248,74.0,5,510000
680,Maruti,2,10300,Individual,Petrol,Manual,24.7,796,47.3,5,300000
681,Maruti,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,1100000
682,Maruti,7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000
683,Honda,10,60000,Individual,Petrol,Manual,16.0,1198,90.0,5,320000
684,Maruti,5,25000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
685,Honda,4,90000,Dealer,Petrol,Automatic,10.1,2354,152.0,5,1490000
686,Maruti,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000
687,Hyundai,6,90000,Individual,Diesel,Manual,23.9,1582,126.2,5,525000
688,Hyundai,9,96000,Individual,Diesel,Manual,22.32,1582,126.32,5,415000
689,Maruti,6,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
690,Maruti,4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,695000
691,Hyundai,13,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,160000
692,Hyundai,10,29000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
693,Maruti,9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
694,Hyundai,3,12000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
695,Maruti,3,45874,Dealer,CNG,Manual,26.6,998,58.16,5,357000
696,Honda,5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
697,Ford,10,10000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
698,Maruti,4,40000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,770000
699,Mahindra,2,25000,Individual,Petrol,Manual,17.0,1197,110.0,5,1140000
701,Ford,4,40000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
702,Maruti,8,65000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000
703,Hyundai,4,45000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
704,Maruti,7,80000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000
705,Honda,5,60000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000
706,Maruti,6,38819,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000
707,Honda,2,5700,Dealer,Petrol,Manual,17.5,1199,88.7,5,875000
708,Maruti,4,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
