,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
298,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67.0,5,370000
299,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,200000
300,Maruti,Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74.0,5,625000
301,Mahindra,Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1290000
302,Hyundai,Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,890000
303,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,420000
304,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,500000
305,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
306,Maruti,Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74.0,5,590000
307,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
308,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,500000
309,Maruti,Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
310,Mahindra,XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,650000
311,BMW,Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335.0,2,8250000
312,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
313,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
314,Honda,Amaze,8,64000,Dealer,CNG,Manual,18.0,1198,86.7,5,349000
315,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,325000
316,Honda,City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,435000
317,Maruti,Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000
318,Land Rover,Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,6200000
319,Honda,City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,755000
320,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
321,Kia,Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,1350000
322,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,310000
323,BMW,6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000
324,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
325,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
326,Hyundai,i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
327,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120.0,7,1450000
328,Mahindra,Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120.0,8,530000
329,Ford,Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
330,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
331,Maruti,Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000
332,Maruti,Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,643000
333,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000
334,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82.0,5,550000
335,Volkswagen,Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000
336,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,470000
337,Honda,City,7,77000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
338,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,469000
339,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000
340,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
341,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,400000
342,Jaguar,XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000
343,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000
344,Maruti,Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
345,Maruti,Swift,9,68000,Individual,Diesel,Manual,22.9,1248,74.0,5,381000
346,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,775000
347,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
348,Maruti,Ciaz,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
349,Honda,City,6,28000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,670000
350,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,1050000
351,BMW,X5,2,19000,Individual,Diesel,Automatic,13.38,2993,265.0,5,7900000
352,Honda,City,10,55000,Dealer,Petrol,Manual,17.0,1497,118.0,5,360000
353,Ford,Figo,4,53000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000
354,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000
355,Maruti,Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000
356,Honda,City,7,69000,Dealer,Diesel,Manual,26.0,1498,98.6,5,490000
357,Mahindra,Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120.0,7,864000
358,Mahindra,XUV500,8,85000,Dealer,Diesel,Manual,16.0,2179,140.0,7,480000
359,Maruti,Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
360,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
361,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7,780000
362,Audi,A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
363,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000
364,Maruti,Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74.0,5,800000
365,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000
366,Toyota,Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171.0,7,1200000
367,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,525000
368,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,955000
369,Hyundai,i20,9,120000,Individual,Diesel,Manual,21.9,1396,90.0,5,350000
370,Maruti,Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000
371,Maruti,Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000
372,Mahindra,XUV500,6,170000,Individual,Diesel,Manual,16.0,2179,140.0,7,825000
373,Mahindra,Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121.0,8,1476000
374,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000
375,Maruti,Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
376,Hyundai,Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000
377,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
378,Hyundai,i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
379,Toyota,Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000
380,Ford,Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5,190000
381,Renault,Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
382,Maruti,Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000
383,Maruti,Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
384,Maruti,Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
385,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22.0,1197,81.8,5,365000
386,Maruti,Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
387,Toyota,Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
388,Maruti,Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
389,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
390,Honda,Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
391,Maruti,Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
392,Honda,Amaze,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
393,Hyundai,Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
394,Honda,Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
395,Hyundai,i10,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
396,Maruti,Wagon R,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000
397,Mahindra,Scorpio,3,60000,Individual,Diesel,Manual,15.4,2523,75.0,7,900000
398,Mahindra,XUV500,5,83000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1025000
399,Isuzu,D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134.0,5,1450000
400,Maruti,Swift,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
401,Honda,Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
402,Hyundai,Grand,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
403,Maruti,Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,805000
404,MG,Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1488000
405,Hyundai,i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
406,Mercedes-Benz,E-Class,10,98000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,700000
407,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
408,Maruti,Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
409,Maruti,Alto,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
410,Honda,City,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
411,Maruti,Baleno,4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,560000
412,Hyundai,Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5,155000
413,Porsche,Cayenne,5,47000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,5975000
414,Maruti,Ertiga,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
415,BMW,3,10,52420,Dealer,Diesel,Automatic,22.69,1995,190.0,5,750000
416,Hyundai,Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
417,Toyota,Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
418,Mahindra,Scorpio,6,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,1000000
419,Maruti,Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
420,Maruti,Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
421,BMW,5,5,52890,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2800000
422,Maruti,Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
423,Maruti,Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
424,Renault,KWID,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
425,BMW,X1,7,24000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1675000
426,Mahindra,XUV500,7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
427,Maruti,Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
428,Toyota,Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
429,Audi,A4,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
430,Hyundai,i20,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
431,Hyundai,Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,356000
432,Mahindra,XUV500,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
433,Maruti,Eeco,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
434,Maruti,Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
435,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
436,Toyota,Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1245000
437,Mahindra,XUV500,4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1150000
438,Maruti,Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
439,Skoda,Rapid,7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,425000
440,Ford,Freestyle,2,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,650000
441,Maruti,Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
442,Honda,City,12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
443,Maruti,Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
444,Skoda,Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
445,Mercedes-Benz,C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000
446,Maruti,Alto,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
447,Maruti,Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
448,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
449,Maruti,Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
450,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
451,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
452,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,2523,75.0,7,935000
453,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000
454,Maruti,Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
455,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
456,Maruti,Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
457,Maruti,Celerio,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
458,Maruti,Wagon R,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
459,Maruti,Swift Dzire,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
460,Maruti,Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
461,Tata,Nexon,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
462,Honda,Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
463,Datsun,GO,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
464,Tata,Hexa,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
465,Hyundai,Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
466,Mahindra,Bolero,13,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,375000
467,Toyota,Fortuner,5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,2600000
468,Ford,Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
469,Hyundai,i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
470,Maruti,Wagon R,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
471,Toyota,Fortuner,4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2625000
472,Mahindra,XUV500,8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,621000
473,Maruti,Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
474,Mahindra,XUV300,2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,1130000
475,Maruti,Swift Dzire,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
476,Ford,Endeavour,4,62876,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000
477,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
478,Maruti,Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
479,Mahindra,Thar,4,55000,Dealer,Diesel,Manual,16.55,2498,105.0,6,850000
480,Maruti,Alto,5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,260000
481,Maruti,Alto,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
482,Ford,Ecosport,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
483,Tata,Nexon,2,6000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
484,Land Rover,Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
485,Skoda,Superb,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
486,Honda,Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
487,Hyundai,i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
488,Maruti,Dzire VXI,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
489,Mahindra,XUV500,6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
490,Ford,Aspire,6,63000,Dealer,Diesel,Manual,25.83,1498,99.0,5,475000
491,Hyundai,Grand,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,300000
492,Volvo,S90,5,20400,Dealer,Diesel,Automatic,18.0,1969,190.0,5,3650000
493,Maruti,Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
494,Maruti,Ertiga,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
495,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
496,Hyundai,Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
497,Hyundai,Grand,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,455000
498,Maruti,Wagon R,13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
499,Honda,Amaze,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
500,Hyundai,i20,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
501,Hyundai,Verna,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
502,Honda,Amaze,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
503,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,310000
504,Hyundai,Venue,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
505,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
506,Toyota,Innova,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
507,Honda,WR-V,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
508,Ford,Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000
509,Maruti,Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
510,Maruti,XL6,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
511,Mahindra,Bolero,8,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,470000
512,Honda,City,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
513,Kia,Seltos,1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1490000
514,Maruti,Baleno,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
515,Skoda,Rapid,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000
516,Renault,KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
517,Hyundai,Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
518,Maruti,Wagon R,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
519,BMW,X1,2,22450,Dealer,Diesel,Automatic,20.68,1995,190.0,5,3011000
520,Maruti,Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
521,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
522,Mahindra,XUV500,6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
523,Maruti,Swift Dzire,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
524,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
525,Maruti,Wagon R,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
526,Honda,City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
527,Mahindra,XUV500,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
528,Volkswagen,Polo,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
529,Maruti,Wagon R,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
530,Maruti,Ignis,3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,550000
531,Honda,Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
532,Mahindra,Bolero,9,63497,Individual,Diesel,Manual,15.96,2523,62.1,7,396000
533,Maruti,Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
534,Hyundai,i10,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
535,Maruti,Swift,6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
536,Datsun,RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,210000
537,Hyundai,Verna,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
538,Mahindra,Bolero,10,30000,Individual,Diesel,Manual,13.6,2523,63.0,7,425000
539,Maruti,Swift Dzire,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
540,Maruti,Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
541,Tata,Safari,10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,218000
542,Mahindra,Bolero,3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,750000
543,Maruti,Ciaz,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
544,Audi,A6,7,21000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1800000
545,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
546,Renault,KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
547,Maruti,Alto,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
548,Land Rover,Rover,9,175000,Individual,Diesel,Automatic,11.8,2993,241.6,7,2500000
549,Mercedes-Benz,E-Class,9,86500,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1400000
550,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
551,Hyundai,Verna,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
552,Renault,KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
553,Hyundai,Grand,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
554,Mahindra,KUV,5,26000,Individual,Petrol,Manual,18.15,1198,82.0,6,420000
555,Maruti,Swift Dzire,3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,531000
556,Ford,Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
557,Maruti,Swift Dzire,6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
558,Volkswagen,Vento,9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,465000
559,Maruti,Alto,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
560,Mahindra,Bolero,10,46000,Individual,Diesel,Manual,13.6,2523,63.0,7,340000
561,Honda,City,12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000
562,Maruti,Wagon R,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
563,Hyundai,Verna,3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
564,Honda,Amaze,6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000
565,Honda,Jazz,5,29484,Dealer,Petrol,Manual,18.7,1199,88.7,5,465000
566,Maruti,Swift Dzire,6,84405,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
567,Maruti,Swift Dzire,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
568,Maruti,Swift,4,14838,Individual,Petrol,Manual,22.0,1197,81.8,5,525000
569,Honda,City,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
570,Maruti,Wagon R,14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
571,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
572,Maruti,Vitara,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
573,Maruti,Swift Dzire,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
574,Tata,Safari,12,80000,Individual,Diesel,Manual,13.93,2179,138.1,7,175000
575,Maruti,Swift Dzire,6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
576,Honda,City,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
577,Toyota,Innova,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
578,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
579,Honda,City,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
580,Audi,Q7,8,28000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2650000
581,Maruti,Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
582,Maruti,Celerio,3,18000,Individual,Petrol,Manual,21.63,998,67.0,5,460000
583,Maruti,Alto,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
584,Hyundai,Creta,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
585,Mahindra,Scorpio,5,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,950000
586,Mahindra,Bolero,9,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
587,Maruti,Eeco,9,20000,Individual,CNG,Manual,15.1,1196,73.0,5,220000
588,Mahindra,Thar,3,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,900000
589,Volkswagen,Vento,6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
590,Toyota,Fortuner,6,48000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1930000
591,Maruti,Swift,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
592,Renault,Triber,1,1784,Dealer,Petrol,Manual,20.0,999,71.0,7,660000
593,BMW,3,10,98955,Dealer,Diesel,Automatic,13.2,1995,170.0,5,575000
594,Toyota,Innova,8,52000,Dealer,Diesel,Manual,12.99,2494,100.0,7,625000
595,Hyundai,Creta,3,39000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1250000
596,Mahindra,KUV,5,78000,Dealer,Diesel,Manual,25.32,1198,77.0,6,425000
597,Datsun,GO,5,58000,Individual,Petrol,Manual,19.44,1198,67.0,7,460000
